PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,BADIN,MATLI,??????,"2,817","2,454","1,069",16,736,23,"1,676",5,"1,376",12,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,812","1,484",895,4,654,1,"1,237",1,909,,24.6459,68.8467
Sindh,BADIN,MATLI,????? ????,"1,018",782,357,8,339,4,506,4,485,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????,664,561,280,,189,2,367,,305,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,"1,707","1,604",686,3,473,2,"1,130",1,887,2,24.6459,68.8467
Sindh,BADIN,MATLI,???,401,312,185,1,124,,256,2,188,3,24.6459,68.8467
Sindh,BADIN,MATLI,???????,"1,202","1,125",585,4,465,10,754,2,638,8,24.6459,68.8467
Sindh,BADIN,MATLI,????,160,143,32,,5,,51,1,28,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,443,339,202,1,128,,264,1,190,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,902,837,342,,351,,523,,528,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,335,242,65,,39,1,177,1,130,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,650,571,294,4,251,4,415,4,336,10,24.6459,68.8467
Sindh,BADIN,MATLI,??? ???,623,441,189,2,181,1,320,1,286,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???? ???,"1,135",957,466,2,363,5,734,3,624,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,463,452,123,4,131,2,247,,222,1,24.6459,68.8467
Sindh,BADIN,MATLI,??????,548,435,134,1,125,,245,1,211,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????,450,368,66,,80,,201,1,201,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,698,582,229,,171,1,365,,316,3,24.6459,68.8467
Sindh,BADIN,MATLI,?????,965,784,409,2,251,3,572,,385,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,651,560,187,,205,2,346,1,324,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,"1,002",872,302,8,240,3,479,2,411,5,24.6459,68.8467
Sindh,BADIN,MATLI,????? ??????? ?????,"20,931","17,895","9,390",51,"7,049",45,"12,062",33,"9,678",31,24.6459,68.8467
Sindh,BADIN,MATLI,????,"1,152","1,039",497,1,463,,715,1,654,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,824","1,300",724,5,561,3,"1,021",1,758,,24.6459,68.8467
Sindh,BADIN,MATLI,???,886,727,266,3,264,2,464,2,436,3,24.6459,68.8467
Sindh,BADIN,MATLI,??????,566,413,238,2,159,2,396,1,281,1,24.6459,68.8467
Sindh,BADIN,MATLI,????,850,730,250,1,214,,535,,483,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,"1,102",940,305,21,213,32,625,5,560,5,24.6459,68.8467
Sindh,BADIN,MATLI,????,479,404,115,2,182,,252,,279,1,24.6459,68.8467
Sindh,BADIN,MATLI,??,991,868,467,9,370,14,669,7,499,4,24.6459,68.8467
Sindh,BADIN,MATLI,?????,383,216,105,2,36,2,170,5,82,1,24.6459,68.8467
Sindh,BADIN,MATLI,????????,826,713,264,,231,1,522,1,469,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???? ??? ???? ?????,"11,577","9,395","4,258",70,"2,858",116,"6,825",30,"5,108",74,24.6459,68.8467
Sindh,BADIN,MATLI,????,"1,600","1,376",593,1,388,5,959,3,795,1,24.6459,68.8467
Sindh,BADIN,MATLI,???,951,820,288,2,182,1,512,2,442,1,24.6459,68.8467
Sindh,BADIN,MATLI,?????,516,411,167,,119,1,281,,231,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,563,492,130,1,104,2,249,2,235,,24.6459,68.8467
Sindh,BADIN,MATLI,???? ???,865,805,287,2,242,,495,1,463,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,610,470,136,1,84,1,318,,275,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,600","1,294",434,6,328,5,873,4,713,,24.6459,68.8467
Sindh,BADIN,MATLI,?????? 1/2,"1,161",934,484,4,350,3,787,,620,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????? 2/2,128,92,53,,23,,78,,48,,24.6459,68.8467
Sindh,BADIN,MATLI,?? ???????,939,786,441,3,320,1,677,,530,1,24.6459,68.8467
Sindh,BADIN,MATLI,??? ???????,550,438,153,,112,,272,,237,,24.6459,68.8467
Sindh,BADIN,MATLI,??? ????,"1,510","1,282",447,7,319,2,860,2,720,,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,411","1,199",500,4,429,1,833,,736,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,435","1,092",346,2,217,1,622,1,506,,24.6459,68.8467
Sindh,BADIN,MATLI,?????,"1,213","1,026",486,6,308,4,780,2,585,1,24.6459,68.8467
Sindh,BADIN,MATLI,??????,913,772,371,2,370,3,482,8,453,4,24.6459,68.8467
Sindh,BADIN,MATLI,???????,773,666,229,,167,,447,1,389,,24.6459,68.8467
Sindh,BADIN,MATLI,????,595,461,113,,114,,253,,248,1,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????,643,544,341,3,303,1,435,,373,,24.6459,68.8467
Sindh,BADIN,MATLI,???????,"1,281",989,583,6,341,20,831,6,584,16,24.6459,68.8467
Sindh,BADIN,MATLI,???? ????? ???,894,862,342,2,229,13,536,,492,2,24.6459,68.8467
Sindh,BADIN,MATLI,???????,730,587,318,7,220,3,492,6,378,7,24.6459,68.8467
Sindh,BADIN,MATLI,??????,291,214,109,2,63,,183,6,103,8,24.6459,68.8467
Sindh,BADIN,MATLI,???????,437,338,96,1,50,5,194,,189,3,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,016",820,347,2,277,1,545,2,461,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,115",966,409,2,265,6,695,4,567,1,24.6459,68.8467
Sindh,BADIN,MATLI,????????,"1,030",868,131,2,78,2,348,4,301,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,"1,263",991,434,5,229,,698,,442,1,24.6459,68.8467
Sindh,BADIN,MATLI,???????,591,456,300,3,221,1,423,2,311,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,541,457,234,2,147,4,339,2,228,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,187","1,024",266,1,232,1,562,,536,,24.6459,68.8467
Sindh,BADIN,MATLI,??????,954,756,268,4,210,3,471,,398,2,24.6459,68.8467
Sindh,BADIN,MATLI,?????,376,333,110,2,80,1,238,3,206,6,24.6459,68.8467
Sindh,BADIN,MATLI,??? ?????,954,807,254,7,249,4,485,,454,,24.6459,68.8467
Sindh,BADIN,MATLI,????,515,429,126,,90,1,272,,219,3,24.6459,68.8467
Sindh,BADIN,MATLI,??????,970,812,315,4,246,2,522,,412,,24.6459,68.8467
Sindh,BADIN,MATLI,????? ????,"1,262","1,081",299,,218,3,482,,515,4,24.6459,68.8467
Sindh,BADIN,MATLI,???,"1,845","1,730",614,15,464,30,"1,071",9,"1,016",25,24.6459,68.8467
Sindh,BADIN,MATLI,??????,396,366,105,1,90,,232,,234,2,24.6459,68.8467
Sindh,BADIN,MATLI,??????,"1,067",761,377,11,214,12,589,11,381,5,24.6459,68.8467
Sindh,BADIN,MATLI,????  ????,971,749,498,3,323,4,713,,503,,24.6459,68.8467
Sindh,BADIN,MATLI,????,983,777,551,5,389,3,685,2,498,3,24.6459,68.8467
Sindh,BADIN,MATLI,???? ?????,872,734,315,2,182,,492,2,358,1,24.6459,68.8467
Sindh,BADIN,MATLI,????,"1,196","1,052",288,5,206,1,610,1,553,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,128,131,28,,37,,55,,66,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,743,599,193,,205,,401,1,399,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 1,249,179,104,,68,,156,,111,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 2,324,262,144,,96,,216,,154,,24.6459,68.8467
Sindh,BADIN,TALHAR,???? 3,218,169,71,1,58,,136,4,103,4,24.6459,68.8467
Sindh,BADIN,TALHAR,????4,533,412,157,1,107,,278,,257,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,506,437,218,2,192,5,322,2,289,3,24.6459,68.8467
Sindh,BADIN,TALHAR,????????? ?????,"9,512","8,344","3,974",26,"3,621",14,"5,685",14,"5,221",13,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,"1,005",890,287,,322,2,560,1,558,,24.6459,68.8467
Sindh,BADIN,TALHAR,???????,922,891,381,,400,1,617,1,620,1,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ?????,584,523,175,,125,,322,1,299,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,"1,040",821,249,4,205,8,454,11,422,20,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,311,228,71,,36,,179,,143,2,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,482,430,158,8,131,5,279,,238,1,24.6459,68.8467
Sindh,BADIN,TALHAR,?????????? ???? ?????,"5,392","4,704","1,620",6,"1,528",6,"2,891",3,"2,778",5,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,470,368,182,2,122,,275,1,216,,24.6459,68.8467
Sindh,BADIN,TALHAR,???????,258,244,38,,21,3,74,2,68,9,24.6459,68.8467
Sindh,BADIN,TALHAR,??,"1,183",982,563,7,472,1,802,,686,1,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,818,632,142,2,78,,248,4,241,2,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,749,625,269,5,216,,474,1,407,1,24.6459,68.8467
Sindh,BADIN,TALHAR,???,354,264,103,1,52,,202,2,127,5,24.6459,68.8467
Sindh,BADIN,TALHAR,????,491,384,203,2,172,2,327,,265,2,24.6459,68.8467
Sindh,BADIN,TALHAR,???? ???,"1,068",925,380,2,341,1,678,,584,3,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,588,458,226,1,215,1,392,,318,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,648,531,113,,98,,240,7,264,11,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,371,312,107,1,62,,175,3,133,1,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,752,619,276,,265,,450,,412,1,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,"1,067",946,337,1,392,2,589,,644,,24.6459,68.8467
Sindh,BADIN,TALHAR,???,456,373,130,,114,,265,,219,2,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,935,759,387,3,346,3,594,9,530,4,24.6459,68.8467
Sindh,BADIN,TALHAR,???? ????,419,341,136,1,106,7,233,3,201,10,24.6459,68.8467
Sindh,BADIN,TALHAR,???,"1,162","1,025",437,2,467,2,765,,699,,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,188,158,34,1,38,2,88,3,98,1,24.6459,68.8467
Sindh,BADIN,TALHAR,??? ????,"2,435","2,076","1,092",4,834,5,"1,518",,"1,219",,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,"1,094",890,402,9,321,10,670,8,537,4,24.6459,68.8467
Sindh,BADIN,TALHAR,???,959,823,313,3,346,2,554,1,560,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,518,417,193,,225,1,313,,310,,24.6459,68.8467
Sindh,BADIN,TALHAR,????????,"1,399","1,250",654,13,577,11,937,11,820,25,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,819,734,271,,214,,444,,396,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,"1,170","1,026",390,3,352,,707,1,665,,24.6459,68.8467
Sindh,BADIN,TALHAR,??,443,341,233,2,159,1,317,2,236,2,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,"1,223","1,070",466,3,390,4,774,1,666,,24.6459,68.8467
Sindh,BADIN,TALHAR,?????????,794,660,328,1,257,1,511,,379,4,24.6459,68.8467
Sindh,BADIN,TALHAR,?????,"1,905","1,550",744,2,631,,"1,183",2,"1,040",1,24.6459,68.8467
Sindh,BADIN,TALHAR,????,671,557,209,2,239,4,375,,392,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,439,334,124,1,124,,217,,220,,24.6459,68.8467
Sindh,BADIN,TALHAR,??????,963,804,344,2,305,,619,,540,1,24.6459,68.8467
Sindh,BADIN,TALHAR,????,710,582,184,1,177,,311,1,319,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,394,315,164,,80,2,237,4,167,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,993,839,248,3,136,1,517,,404,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,895,813,186,,89,,479,,447,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,869,716,386,4,254,4,586,3,443,3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,"1,263","1,052",426,72,298,54,730,10,598,3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,661,559,170,2,115,1,364,,285,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,774,605,130,2,97,1,330,,283,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,918,787,234,1,137,,420,3,316,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ?????,899,712,252,2,183,1,494,2,409,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ?????,694,579,221,1,217,3,376,,358,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"1,287","1,006",475,5,298,3,851,2,623,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,537,452,200,3,137,1,346,2,280,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,"1,254","1,167",372,1,258,5,760,1,657,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ?????,626,519,116,1,58,1,290,1,237,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,353,341,117,1,129,1,185,,212,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,672,573,222,2,154,3,404,2,306,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,656,589,131,1,93,1,303,,268,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,597,537,145,4,127,1,310,1,263,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,696,610,240,1,236,1,411,,400,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"1,099",954,335,,343,2,549,3,543,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,743,648,128,3,86,1,259,2,250,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,"2,188","1,789",890,4,639,2,"1,425",,"1,182",1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,472,341,95,3,54,1,200,1,147,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,"1,228","1,046",315,3,166,6,633,1,445,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"1,376","1,185",379,5,211,6,707,,539,5,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? 1,518,461,139,1,114,1,288,1,261,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? 2,715,545,298,2,239,,445,1,324,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,794,689,295,2,289,1,505,2,452,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ?????,379,338,121,2,106,1,188,8,162,14,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"1,242","1,057",308,3,206,6,772,5,610,6,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,596,486,163,4,155,,298,2,275,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,692,668,171,4,119,1,316,1,331,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,426,360,131,,78,1,242,,197,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,"1,200","1,029",380,3,478,2,706,2,756,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,"1,235","1,013",460,4,381,5,774,2,628,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,697,575,194,,139,1,373,,306,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,225,189,105,,93,,151,,136,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???????,373,309,74,1,60,,175,1,191,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"1,412","1,060",468,5,293,4,882,3,670,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,486,417,198,2,133,2,329,,282,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,359,335,128,4,122,4,247,2,249,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,870,788,249,4,269,3,423,5,412,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,391,381,93,2,108,,182,3,217,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,348,327,124,,128,,208,2,200,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,"1,105",893,425,1,367,1,687,,631,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,281,214,81,1,45,,143,2,101,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"2,266","2,150",712,3,745,12,"1,110",3,"1,216",11,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,758,678,172,4,91,1,342,1,274,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,"1,087",975,401,22,305,25,656,16,549,11,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,585,489,269,,229,1,408,2,343,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,613,546,257,3,205,5,413,1,342,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,"1,135","1,001",376,34,298,34,719,11,613,13,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,"4,070","3,486","1,722",38,"1,310",40,"2,556",4,"2,048",16,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ????? ??????,"3,831","3,305","1,090",12,707,11,"1,926",7,"1,453",10,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ???? ( ???? ),"2,220","1,962",583,13,474,5,"1,170",3,978,5,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????? ???? ?????,"6,766","5,910","2,975",18,"2,508",11,"3,898",17,"3,363",16,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,795,746,294,4,317,3,517,1,499,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,263,198,88,1,61,,174,,149,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,849,678,416,3,369,1,577,,492,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,436,409,209,1,219,,299,,300,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,495,406,136,2,116,2,241,2,209,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????????,570,473,224,6,185,2,346,2,316,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,587,553,129,,160,,246,1,310,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,517,465,170,3,206,1,321,2,306,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,863,767,136,1,152,2,308,5,417,11,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,824,694,343,19,277,14,537,8,468,3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,"1,146",944,345,4,297,5,627,2,554,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,679,610,242,4,203,,430,1,394,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 1,917,667,271,2,156,1,435,5,345,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 2,"2,135","1,870",778,14,710,10,"1,440",6,"1,306",15,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????? 3,500,421,214,1,166,,324,2,282,3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,998,888,293,,272,2,576,1,547,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,503,412,209,8,147,2,358,1,275,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,511,416,133,4,95,1,299,4,217,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,"1,590","1,457",559,2,513,5,946,8,914,8,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ????,"2,396","1,991","1,189",7,888,2,"1,606",3,"1,291",3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,775,673,264,2,248,1,511,,458,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??,"1,133","1,039",296,3,353,,476,7,625,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,697,596,297,1,288,1,462,,450,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ??,987,852,318,2,355,3,564,1,568,5,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ????????,"1,200",983,359,2,224,1,798,3,651,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,650,526,198,,106,1,395,,336,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,456,363,190,1,157,,309,1,265,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,245,230,130,4,117,1,198,1,169,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,783,663,308,1,230,2,479,,411,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 1,"1,269","1,116",390,12,324,6,704,4,681,4,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 2,584,442,177,,127,,300,,278,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 3,673,560,283,3,240,1,408,,346,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 1/2,857,705,248,2,223,1,439,,434,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? 2/2,231,206,68,,83,2,112,,120,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,730,605,149,,154,,350,,332,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??? ???,996,959,310,1,210,5,536,2,484,4,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,620,531,158,5,99,1,328,2,250,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,731,603,254,2,147,,473,,339,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ????,922,830,198,,140,1,402,1,375,4,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ??????,"1,038",869,383,4,340,3,642,2,560,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,"2,118","1,868",978,2,804,3,"1,493",,"1,335",,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,865,754,273,3,355,,464,14,489,11,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????? ??,584,471,180,2,135,,297,3,257,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,504,453,191,1,173,,346,,326,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,848,627,319,1,256,1,502,,391,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????? ???? ?????,"2,490","2,099",968,7,561,7,"1,358",3,947,3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????,452,394,181,,151,,300,,272,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,"2,083","1,723",828,,600,3,"1,287",4,"1,117",3,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ???  ?????,727,706,393,4,312,1,476,,425,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???? ??? ???? ?????,"1,181","1,051",345,6,396,4,654,2,676,2,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,410,337,113,2,72,1,217,1,157,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,981,882,319,1,288,,561,,482,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,760,600,253,2,165,,413,2,355,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???,949,797,338,4,297,4,625,2,559,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,943,836,317,,291,1,644,1,583,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,????,595,514,137,18,90,3,332,4,274,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,???????,874,757,288,6,280,7,517,,462,,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,?????????,679,549,53,2,47,,195,2,159,1,24.6459,68.8467
Sindh,BADIN,TANDO BAGO,??????,691,611,345,,249,,453,2,422,1,24.6459,68.8467
Sindh,DADU,DADU,???????,"1,460","1,208",457,1,290,1,621,1,469,,26.7341,67.7795
Sindh,DADU,DADU,??????,"1,340","1,189",300,1,259,6,474,1,396,,26.7341,67.7795
Sindh,DADU,DADU,??????,"2,016","1,606",723,4,334,5,"1,025",1,613,2,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,"1,559","1,330",367,,139,,453,2,242,2,26.7341,67.7795
Sindh,DADU,DADU,???????,"2,897","2,710",774,,459,3,"1,127",1,894,3,26.7341,67.7795
Sindh,DADU,DADU,????,"1,393","1,135",363,6,221,3,576,2,420,1,26.7341,67.7795
Sindh,DADU,DADU,????,"1,446","1,269",275,3,180,3,487,1,364,,26.7341,67.7795
Sindh,DADU,DADU,???? ????,75,57,7,,1,,14,,4,,26.7341,67.7795
Sindh,DADU,DADU,????????,458,339,48,,9,,83,1,37,,26.7341,67.7795
Sindh,DADU,DADU,??????,"1,952","1,586",557,3,305,2,737,7,487,8,26.7341,67.7795
Sindh,DADU,DADU,???,798,715,159,,42,,240,1,130,1,26.7341,67.7795
Sindh,DADU,DADU,???? ??????,"3,093","2,529",647,5,222,6,907,11,327,16,26.7341,67.7795
Sindh,DADU,DADU,??? ????,"2,296","2,062",670,1,397,5,920,1,650,4,26.7341,67.7795
Sindh,DADU,DADU,??? ???? ?????,348,245,132,,38,,153,,49,,26.7341,67.7795
Sindh,DADU,DADU,???,"1,064",921,222,2,95,2,300,1,119,,26.7341,67.7795
Sindh,DADU,DADU,????,"5,633","4,911",958,10,506,2,"1,636",21,"1,215",7,26.7341,67.7795
Sindh,DADU,DADU,??????????? ?????,"40,143","35,787","12,571",87,"6,486",54,"15,880",171,"9,183",58,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,364,351,27,,18,,104,,101,,26.7341,67.7795
Sindh,DADU,DADU,??? ?????,"1,184",995,260,3,119,1,341,1,239,,26.7341,67.7795
Sindh,DADU,DADU,?????,"1,231","1,011",403,2,195,1,528,1,306,,26.7341,67.7795
Sindh,DADU,DADU,??,"2,027","1,628",449,,260,,"1,166",1,"1,108",,26.7341,67.7795
Sindh,DADU,DADU,??????,322,224,20,,2,,36,1,25,,26.7341,67.7795
Sindh,DADU,DADU,??? ???,"1,039",880,73,2,18,,113,2,48,1,26.7341,67.7795
Sindh,DADU,DADU,?????? ?????,99,75,25,,19,,39,,31,,26.7341,67.7795
Sindh,DADU,DADU,??????,"1,636","1,277",351,3,249,3,554,1,422,,26.7341,67.7795
Sindh,DADU,DADU,?????,933,807,298,3,156,,439,3,264,1,26.7341,67.7795
Sindh,DADU,DADU,????,"2,609","2,185",478,13,195,10,748,11,361,3,26.7341,67.7795
Sindh,DADU,DADU,??????,821,643,106,1,38,,149,1,96,,26.7341,67.7795
Sindh,DADU,DADU,?????,451,397,100,,37,1,150,1,97,1,26.7341,67.7795
