PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,MALIR,SUB DIVISION IBRAHIM HYDERI,??????,"7,483","5,625","3,629",5,"1,966",6,"4,209",,"2,692",2,24.8937,67.2163
Sindh,MALIR,SUB DIVISION IBRAHIM HYDERI,?????? ??????? ?????????? ????,"154,085","105,028","83,693",248,"33,423",193,"78,334",88,"32,947",78,24.8937,67.2163
Sindh,MALIR,SUB DIVISION IBRAHIM HYDERI,??????,"14,609","9,262","7,603",22,"2,931",5,"7,122",6,"2,923",5,24.8937,67.2163
Sindh,MALIR,SUB DIVISION IBRAHIM HYDERI,??????,664,506,263,,108,,278,1,180,1,24.8937,67.2163
Sindh,MALIR,SUB DIVISION IBRAHIM HYDERI,????????,"2,525","2,043","1,300",2,764,2,"1,154",,659,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????,"1,370",875,635,1,184,1,695,,248,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????,"7,048","5,556","3,130",10,"1,683",11,"3,426",1,"2,057",3,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,????,881,102,462,4,30,,482,2,48,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????? ????,"3,647","2,984","1,780",11,849,2,"2,377",3,"1,420",4,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,????,"13,672","11,059","5,383",16,"2,500",11,"6,420",2,"3,069",2,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,???,"1,833","1,572",836,3,467,,861,2,595,3,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????? ??????? ?????????? ????,"57,612","45,665","28,853",66,"15,236",52,"28,756",25,"15,509",33,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????,"1,701","1,422",914,1,531,,894,1,557,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,?????,"2,890","2,158","1,517",2,755,5,"1,634",,910,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,??? ???,"1,572","1,296",720,,400,,878,1,542,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION MURAD MEMON,???????,"2,039","1,388",964,4,440,2,"1,149",3,592,2,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,???? ?????,733,545,273,1,52,,310,1,71,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,??? ????,749,572,247,,65,,257,,90,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,??? ????,"2,197","1,639",938,5,358,1,953,3,400,2,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,????? ?????,250,194,68,,26,,36,,10,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,??????,505,373,203,2,69,1,170,,60,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,????,531,448,189,1,38,,198,,40,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,????? ???,147,72,63,,8,,53,,15,,24.8937,67.2163
Sindh,MALIR,SUB DIVISION SHAH MUREED,???????,"2,549","2,135","1,435",1,785,2,"1,413",,835,1,24.8937,67.2163
Sindh,MATIARI,HALA,?????,817,687,282,21,271,28,381,,338,,25.5922,68.4442
Sindh,MATIARI,HALA,?????,"1,427","1,321",491,9,540,13,655,1,690,3,25.5922,68.4442
Sindh,MATIARI,HALA,??????,"2,059","1,730",685,7,622,13,"1,037",2,864,5,25.5922,68.4442
Sindh,MATIARI,HALA,????????,916,751,240,1,156,2,334,,214,2,25.5922,68.4442
Sindh,MATIARI,HALA,????,770,665,127,2,120,,214,2,206,11,25.5922,68.4442
Sindh,MATIARI,HALA,??? ???   ???? ?????,"8,888","7,413","3,172",26,"2,815",41,"4,249",1,"3,542",4,25.5922,68.4442
Sindh,MATIARI,HALA,????,"2,182","2,043",664,27,853,23,996,8,988,4,25.5922,68.4442
Sindh,MATIARI,HALA,???? ????,91,114,6,,10,,11,,36,,25.5922,68.4442
Sindh,MATIARI,HALA,??????,19,23,3,,3,,3,,6,,25.5922,68.4442
Sindh,MATIARI,HALA,???? ??,"1,477","1,337",426,2,417,,639,,663,3,25.5922,68.4442
Sindh,MATIARI,HALA,???????,810,731,170,1,142,,321,,342,2,25.5922,68.4442
Sindh,MATIARI,HALA,?????,14,19,4,,4,,5,,7,,25.5922,68.4442
Sindh,MATIARI,HALA,??????,881,744,136,,161,,334,,347,3,25.5922,68.4442
Sindh,MATIARI,HALA,??????,"1,818","1,624",476,2,465,1,793,2,667,2,25.5922,68.4442
Sindh,MATIARI,HALA,??????,"1,431","1,205",524,3,486,4,723,1,673,1,25.5922,68.4442
Sindh,MATIARI,HALA,??? ???,"1,224","1,034",364,20,363,10,565,,521,1,25.5922,68.4442
Sindh,MATIARI,HALA,???? ??,"1,239","1,108",331,2,325,4,549,2,527,1,25.5922,68.4442
Sindh,MATIARI,HALA,????,753,641,205,1,184,,325,,294,,25.5922,68.4442
Sindh,MATIARI,HALA,???????,"2,153","1,906","1,044",6,"1,001",4,"1,310",,"1,213",2,25.5922,68.4442
Sindh,MATIARI,HALA,???? ????,20,10,1,,1,,1,,2,,25.5922,68.4442
Sindh,MATIARI,HALA,???????,79,48,8,,,,22,,12,,25.5922,68.4442
Sindh,MATIARI,HALA,??????,987,"1,005",308,5,430,2,450,1,503,,25.5922,68.4442
Sindh,MATIARI,HALA,??? ??????,"3,041","2,625","1,539",6,"1,371",5,"1,879",,"1,633",9,25.5922,68.4442
Sindh,MATIARI,HALA,???,"1,463","1,345",319,1,310,2,563,1,599,,25.5922,68.4442
Sindh,MATIARI,HALA,?????,"1,693","1,533",575,3,516,,809,2,749,6,25.5922,68.4442
Sindh,MATIARI,HALA,??????,288,200,43,,19,,95,,41,,25.5922,68.4442
Sindh,MATIARI,HALA,????,"1,480","1,261",783,5,528,10,985,1,732,2,25.5922,68.4442
Sindh,MATIARI,HALA,??? ??????,567,502,98,,110,,185,,198,1,25.5922,68.4442
Sindh,MATIARI,HALA,?????,"2,096","1,959",603,3,606,4,995,2,954,2,25.5922,68.4442
Sindh,MATIARI,HALA,?????,"2,022","1,969",551,6,522,10,755,6,748,18,25.5922,68.4442
Sindh,MATIARI,HALA,?????,"2,015","1,999",753,9,844,10,"1,203",,"1,048",4,25.5922,68.4442
Sindh,MATIARI,HALA,??????,"2,051","1,787",841,7,724,5,"1,146",,962,1,25.5922,68.4442
Sindh,MATIARI,HALA,???????,134,125,16,,21,,53,,55,,25.5922,68.4442
Sindh,MATIARI,HALA,???? ????,"4,685","4,093","1,823",2,"1,422",5,"2,331",2,"1,898",4,25.5922,68.4442
Sindh,MATIARI,HALA,???? ??????? ?????,"18,706","17,321","7,216",59,"5,606",42,"9,472",28,"7,780",55,25.5922,68.4442
Sindh,MATIARI,HALA,???? ???,"1,739","1,567",682,7,607,8,874,,805,3,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,273","1,102",299,2,210,1,551,,417,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????????,707,594,166,,138,1,282,1,230,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????? ??? ????? ???? ?????,"3,191","2,733","1,136",9,741,3,"1,724",4,"1,152",3,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????????,"3,858","3,269","1,324",4,"1,015",5,"1,900",3,"1,563",3,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,"1,460","1,276",306,2,313,,575,,516,2,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,997,870,229,5,151,11,322,4,251,1,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,"1,638","1,385",508,4,368,4,826,,649,2,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,"1,335","1,232",452,1,401,2,649,2,538,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,736","1,584",490,2,393,1,764,2,647,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??? ???,"3,299","2,885","1,198",7,908,7,"1,782",4,"1,515",6,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,"1,962","1,719",628,7,498,3,923,,761,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,837","1,723",367,4,243,1,799,2,573,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????? ????,"1,706","1,391",350,3,143,1,585,,381,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,"2,483","2,122",632,3,452,4,"1,129",2,958,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????? ???,"2,048","1,638",509,8,353,4,841,8,682,15,25.5922,68.4442
Sindh,MATIARI,MATIARI,???? ???? ?????,"2,609","2,222",801,6,652,6,"1,247",1,953,3,25.5922,68.4442
Sindh,MATIARI,MATIARI,??? ????,"1,201",976,437,2,280,2,503,1,365,,25.5922,68.4442
Sindh,MATIARI,MATIARI,???,"1,950","1,710",277,2,192,5,501,,394,,25.5922,68.4442
Sindh,MATIARI,MATIARI,???? ???,"2,292","1,966",723,10,449,1,"1,218",2,852,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????? ???,"3,117","2,622",724,10,377,1,"1,441",3,"1,008",2,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,738,573,130,2,70,,270,1,191,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,628,572,105,,42,2,217,,147,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"3,658","3,248","1,068",3,930,2,"1,760",8,"1,506",7,25.5922,68.4442
Sindh,MATIARI,MATIARI,??? ???,"2,921","2,484",693,15,543,,"1,277",5,"1,053",8,25.5922,68.4442
Sindh,MATIARI,MATIARI,???? ????,"2,780","2,555",417,4,221,6,685,1,484,3,25.5922,68.4442
Sindh,MATIARI,MATIARI,????,"1,347","1,324",236,5,303,3,460,2,549,2,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"3,054","2,530","1,064",11,"1,000",5,"1,555",12,"1,453",14,25.5922,68.4442
Sindh,MATIARI,MATIARI,????? ???,702,578,167,1,91,1,300,,227,,25.5922,68.4442
Sindh,MATIARI,MATIARI,???,850,659,400,6,247,8,446,1,335,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,658","1,532",193,2,145,1,438,1,441,1,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????  ???? ?????,"8,326","7,272","3,180",19,"1,765",9,"3,802",5,"2,283",13,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,788,595,289,3,196,,424,,304,1,25.5922,68.4442
Sindh,MATIARI,MATIARI,????,"3,432","2,948","1,089",18,965,16,"1,832",5,"1,667",7,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,"1,769","1,624",526,,423,5,828,,720,,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,993","1,746",611,6,480,3,980,2,881,2,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,"3,176","2,723",788,19,464,8,"1,387",11,999,3,25.5922,68.4442
Sindh,MATIARI,MATIARI,???,"1,613","1,391",494,3,390,1,777,7,609,,25.5922,68.4442
Sindh,MATIARI,MATIARI,???????,"2,093","1,679",459,5,237,5,908,5,610,4,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,671","1,558",169,,119,,291,,308,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,"2,225","1,770",721,6,317,4,"1,113",2,621,1,25.5922,68.4442
Sindh,MATIARI,MATIARI,??????,"1,015",880,382,,294,5,544,2,443,,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????,"1,540","1,409",617,,502,1,888,,675,3,25.5922,68.4442
Sindh,MATIARI,MATIARI,?????????,507,355,199,1,170,,296,,222,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????,"1,077",890,348,2,212,1,504,1,372,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????????,"2,097","1,862",806,9,689,12,"1,174",5,"1,084",15,25.5922,68.4442
Sindh,MATIARI,MATIARI,????,993,869,220,3,148,,390,2,287,,25.5922,68.4442
Sindh,MATIARI,MATIARI,???,"1,165","1,013",282,3,180,,494,,432,,25.5922,68.4442
Sindh,MATIARI,MATIARI,????,"1,161",900,455,1,265,,673,1,478,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,700,603,144,5,104,5,318,2,304,2,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???? ?????,"1,409","1,272",444,,439,,659,,662,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????,"1,220","1,137",342,3,279,1,597,2,503,1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,163,132,30,1,30,2,61,,47,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,"1,773","1,744",810,3,621,,"1,101",,"1,008",,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????,883,777,126,,136,1,294,2,329,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,????,"1,690","1,447",538,,381,,802,,638,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,????,"2,083","1,887",848,3,492,3,"1,166",2,926,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??????,947,882,356,,260,,541,,525,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??? ???,854,714,234,,190,1,415,1,370,1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,????????,"2,072","1,984",542,1,661,1,949,1,"1,036",1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,????? ???,"1,104",912,365,1,337,,569,,478,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??? ???,"2,659","2,351",672,2,568,,"1,211",,"1,002",,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???,644,576,195,,110,,346,,262,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,"2,053","1,768",683,2,675,2,"1,074",2,999,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??? ???????? ???? ?????,"7,233","6,219","2,543",6,"1,754",7,"3,698",2,"2,582",,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??? ????,"1,919","1,613",679,2,529,1,"1,042",2,824,1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????? ?????,"2,268","2,007",866,,542,4,"1,281",4,966,3,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????? ?????,350,263,105,,39,,162,,102,1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,"1,017",919,389,1,332,,612,,517,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????,"1,184","1,079",377,1,354,2,640,1,592,2,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???? ???,"1,284","1,085",395,9,225,3,632,,468,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??????,"1,885","1,622",630,2,543,1,972,1,891,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,????,"3,042","2,635",958,6,551,6,"1,437",6,"1,064",1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???,665,586,128,1,146,,200,,203,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,???????,164,204,66,1,47,,82,,57,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??????,"1,285","1,035",504,,275,2,696,,522,,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,?????,"2,703","2,398","1,076",1,900,,"1,439",,"1,224",1,25.5922,68.4442
Sindh,MATIARI,SAEEDABAD,??,"2,078","1,991",560,5,434,,951,,891,2,25.5922,68.4442
Sindh,MIRPUR KHAS,DIGRI,????? ????? ??????? ????,250,220,63,1,38,,161,,83,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 141,392,306,121,3,52,2,213,,143,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 142,294,227,89,1,43,,157,,105,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 143,628,538,355,1,263,,434,,320,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 144,451,367,179,3,106,2,309,,209,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 144??,337,273,75,4,30,,191,2,99,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 146,639,539,248,1,148,,382,2,283,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 147,244,205,97,,65,1,157,,116,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 148,"1,330","1,006",499,5,239,4,877,1,522,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 149,668,540,314,,194,1,471,,317,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 150,652,521,345,,239,3,464,,327,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 151,728,579,349,2,240,3,498,,337,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 152,589,457,260,3,172,1,387,,277,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 153,620,478,315,,205,1,416,1,278,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 154,452,354,208,1,123,1,312,,203,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 155,893,667,438,2,266,3,611,1,397,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 156,509,410,184,1,144,1,315,,228,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 157,523,438,285,3,199,3,377,,288,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 158,"1,062",807,601,3,378,4,770,,529,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 159,476,343,216,5,124,5,308,2,183,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 160,848,792,450,1,295,2,586,,449,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 161,382,319,187,,104,1,233,,166,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 161??,342,300,152,1,79,,238,,191,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 162,663,552,312,,213,1,425,,310,4,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 162??,273,181,100,,42,,173,,108,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 163,599,465,234,3,149,,352,2,246,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 165,684,563,333,1,197,,440,,311,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 166,669,555,369,1,230,,463,1,316,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 167,478,361,181,,108,,333,,221,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 168,536,422,305,1,219,1,409,,302,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 169,633,555,238,,184,1,424,,325,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 170,"1,580","1,407",870,6,615,5,"1,085",1,838,4,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 171,862,747,447,,303,2,626,2,442,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 172,930,826,364,2,249,2,575,3,454,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 173,386,337,155,1,118,,263,,217,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 174,541,500,221,,171,1,400,1,333,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 176,"1,775","1,423",853,4,651,1,"1,304",1,943,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 178,991,802,519,7,401,3,707,,548,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 179,676,562,327,3,220,1,467,2,323,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 180,720,596,328,2,226,1,472,3,365,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 181,"1,402","1,206",641,9,506,11,973,8,764,4,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 184,440,354,148,,134,2,308,,231,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 186,265,250,105,,87,1,187,,153,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 187,859,648,441,3,305,1,638,2,439,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 188,966,861,416,5,301,6,621,6,505,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 189,"1,411","1,264",760,4,633,3,988,,850,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 190,"1,333","1,140",632,5,497,2,874,4,709,6,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 191,554,540,264,2,193,2,399,,340,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 194,598,555,375,1,283,2,451,,370,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 196,"1,007",816,510,9,376,4,700,2,559,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 197,707,631,266,2,193,2,470,1,394,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 198,235,222,84,,60,,149,,130,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 198??,441,395,171,,128,1,280,,247,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 200,679,578,370,1,253,8,476,1,398,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 201,870,726,449,,291,4,587,2,446,3,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 204,993,904,491,11,375,4,705,3,586,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? 206,234,191,78,,45,1,159,,117,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????164,642,545,362,1,246,,439,1,313,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????175,745,723,282,2,198,4,488,1,387,,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????177,667,494,290,3,210,2,496,,342,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????182,680,550,347,10,265,1,490,1,381,2,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????183,572,484,318,4,272,3,436,1,358,1,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ????185,735,680,295,,236,3,533,,449,4,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,????? ????? ??????? ????,"4,169","3,599","1,923",11,"1,476",7,"2,858",8,"2,220",13,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ??? ???? ???? ?????,"5,918","5,150","3,404",10,"2,525",19,"4,156",3,"3,102",4,25.5065,69.0136
Sindh,MIRPUR KHAS,DIGRI,???? ???? ?????,"12,744","11,095","7,098",21,"5,210",26,"8,373",4,"6,314",13,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 081??,448,357,184,,88,6,252,,186,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 100,937,800,307,2,170,3,541,3,368,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 101,712,530,298,1,189,,482,,310,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 102,749,570,369,4,260,1,542,,356,2,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 103,140,125,58,,19,,89,,44,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 104,680,543,311,1,174,,396,,271,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 105,"1,141",955,449,3,243,1,700,,456,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 106,"1,019",831,395,4,217,2,555,1,370,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 107,"1,880","1,518",770,2,390,3,"1,108",,707,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 108,"1,403","1,157",632,3,392,1,810,3,542,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 109,"1,436","1,200",621,3,393,3,817,2,499,2,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 110,"3,561","2,923","1,442",10,"1,073",18,"2,078",9,"1,556",14,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 111,592,466,177,,81,8,332,9,191,7,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 113,857,756,188,7,122,6,404,5,261,8,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 114,717,556,253,10,164,7,437,4,292,9,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 115,486,409,186,2,106,,287,1,217,2,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 116,"1,226","1,030",556,7,333,1,837,,568,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 117,"1,157",948,395,3,288,2,672,,525,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 118,"1,420","1,151",601,3,316,4,894,6,574,6,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 120,"1,266","1,054",556,2,290,,723,,478,1,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 121,915,637,268,6,126,3,456,,283,3,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 122,411,307,162,1,74,1,245,1,132,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 123,"1,057",811,378,8,176,5,684,2,422,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 125,653,489,245,1,98,1,404,,236,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 71,617,369,244,5,77,1,414,2,137,3,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 77,211,159,76,,28,2,136,,82,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 78,899,695,379,10,165,5,579,,343,4,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 79,383,301,157,1,99,2,233,,165,,25.5065,69.0136
Sindh,MIRPUR KHAS,HUSSAIN BUX MARI,???? ???? 79??,104,94,53,,34,1,65,,61,,25.5065,69.0136
