PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,TOTAL_MALE_12_17,TOTAL_FEMALE_12_17,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,KHAIRPUR,FAIZ GANJ,????? ???,52,45,10,9,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???  ??,121,107,37,26,,,,,3,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ??? ?????,246,221,83,75,2,,1,,8,3,3,2,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,11,15,1,2,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,256,276,79,75,,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ???,196,175,43,34,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????,462,373,87,89,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ??? ???,161,195,31,53,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ???? ???,61,44,22,19,,,1,,,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,215,200,67,53,,,,,8,1,7,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ??,544,490,199,170,1,,,,10,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ?????,66,50,13,20,,,,,1,1,1,3,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,20,16,2,5,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????? ?????,97,92,21,31,,,2,,4,,4,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ???,370,366,88,98,,1,,,4,,9,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ??????,15,3,2,,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ?????,21,15,3,2,,,,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,77,79,17,25,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ???? ???? ?????,691,739,214,269,,,1,1,13,1,14,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ???? ????? ?????,889,844,285,320,1,1,1,,18,1,13,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,112,108,32,46,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,4,,,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,90,84,12,34,,,1,,2,,3,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,111,119,47,36,,,,,,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ??? ???,203,190,37,43,,,,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????? ???? ?????,564,653,179,238,2,,2,,13,2,8,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,127,106,17,29,,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ????,324,318,115,137,,,1,,4,,5,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??,9,5,2,1,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????,64,82,20,38,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????? ??,235,180,61,52,,,,,5,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????,11,7,,1,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????? ?????,745,770,239,253,1,,1,,13,,4,1,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ???,483,469,104,111,1,,1,,9,,12,1,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ???,291,191,55,34,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???????,524,439,177,182,1,,,,3,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??????? ???,3,,,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,434,411,147,148,,,,,6,1,8,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,416,395,151,152,,,,,14,,8,1,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,406,339,119,94,1,,1,,10,,4,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ?? ????1,146,185,53,60,1,,,,3,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ?? ????2,470,512,123,158,1,,1,,2,,5,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ?? ????3,17,25,6,6,,,1,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,44,35,10,10,1,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ???? ???,151,94,52,27,,,,,3,2,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????,501,503,158,175,4,1,2,,17,1,14,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ????,196,127,24,16,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ????,218,204,58,54,,,1,,11,,5,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,379,330,131,102,,,,,8,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,163,122,62,40,,,2,,2,,2,1,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ?????,252,249,87,102,,,1,1,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????? ???,213,163,22,17,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??? ????,90,62,21,14,,,1,,,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??? ?????,236,214,92,67,,,,,4,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,40,40,19,13,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????,25,14,9,6,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,250,277,101,113,,,1,,6,,4,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,186,168,35,47,1,,1,,3,,10,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ?????,129,81,43,28,1,,,,4,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??????,140,154,25,25,,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????? ????? ????,191,227,67,65,2,,1,,3,,5,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????,135,106,46,26,1,,,,3,,3,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??? ?? ????2,1,3,,3,,,,,,,,3,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,49,31,10,6,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,??? ?????,602,482,141,143,,,2,,8,,4,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,56,51,19,22,,,1,,1,,3,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,?????,157,71,31,15,,,1,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,221,172,63,38,,,2,,6,,5,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????,102,83,32,24,1,,1,,5,,2,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ???? ?????,"1,134","1,230",379,399,3,,9,2,27,,45,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????? ?????,840,709,236,204,2,,6,,11,,32,1,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???????,340,255,107,61,2,,,,4,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ??????,109,86,15,21,1,,,,2,1,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ???,37,26,15,3,,,1,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ?????,6,7,3,3,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ?????,,1,,1,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ?????,29,25,8,5,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ??????? ?????,"2,867","3,089","1,048","1,120",19,3,16,4,86,2,93,4,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,????,411,363,111,82,1,,,,6,,,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ????,364,273,93,72,2,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,GAMBAT,???? ??????,141,140,53,39,,,3,,2,,11,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ?????,311,241,70,49,1,,,,5,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????,201,201,70,81,2,,2,,10,,12,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??????,638,629,218,210,3,,1,,16,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ????? ?????,628,648,214,241,5,,,,19,1,5,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ???? ????,42,59,19,15,1,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???????,394,317,59,60,,,1,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????,"1,153","1,025",313,251,5,,4,,25,,22,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??????,211,174,49,44,,,,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????? ???,792,720,238,234,1,,,,24,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ???,536,496,141,140,1,,6,,10,,19,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ??????? ?????,"10,701","11,704","3,786","4,330",83,5,204,6,452,12,822,6,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ??????? ?????,301,326,64,62,,,1,,2,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????,269,217,64,42,1,,1,,6,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ????,160,144,44,51,,,,,2,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ??????,156,131,43,24,,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ??????,478,569,200,252,1,,1,2,16,,18,1,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ???,8,5,3,3,1,,,,2,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ????,181,150,43,34,,,1,,4,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???????,870,920,255,379,9,1,8,1,45,,34,1,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????,315,251,79,65,,,2,,,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ???,80,83,26,25,,,,,4,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ???,460,464,118,113,3,,,,7,1,6,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????,343,264,84,62,,,,,4,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????? ????? ??????,170,179,58,74,,,,,3,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????? ????? ??????-1,38,61,18,15,,,,,1,1,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ????,837,716,196,164,2,,2,,11,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ??????,282,235,61,55,1,,,,3,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ???? ???,32,21,3,2,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ???? ?????,526,625,218,255,1,,4,1,22,,23,1,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ???? ?????-2,302,314,97,133,2,,,,6,,11,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????? ???? ?????-II,166,180,40,37,1,,,,2,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????? ????? ????? -1,78,69,20,22,,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??????,315,311,63,76,,,1,,2,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????,12,9,5,3,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????,486,423,134,129,,,2,,1,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,????,307,339,94,97,3,,,,6,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ????,567,610,184,204,,,2,,2,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??? ??????,357,342,122,111,4,,1,,7,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ?????,357,377,70,77,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??????,11,13,6,4,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,??????,72,54,19,16,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???? ???????,267,316,61,96,2,,3,,6,,12,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,?????,318,278,95,56,1,,1,,8,1,8,,27.5256,68.7551
Sindh,KHAIRPUR,KHAIRPUR,???,400,386,161,156,3,,4,,7,,10,1,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????? ????? ?????,961,"1,110",237,345,11,,8,,39,,34,1,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ?? ???? 1,268,283,66,77,,,1,,5,1,5,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ?? ???? 2,402,402,113,129,2,,2,,8,,14,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ?? ???? 3,442,358,98,101,2,,1,,7,,12,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ?? ???? 4,107,103,44,28,,,,,8,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????? ????,190,238,71,95,2,,2,,9,,8,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????? ???,127,140,44,77,1,,2,,2,,9,1,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???????,222,224,64,73,4,,1,,17,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???,86,85,25,35,,,1,,3,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???,9,4,3,,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???,136,111,48,27,3,,1,,6,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ????,4,,3,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???? 2,14,10,5,3,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????,543,706,206,223,5,,2,,34,,29,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ?????,531,496,176,135,2,,4,,14,,8,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,956,868,277,232,1,1,1,,4,1,9,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????? ?????,,,,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,568,676,200,273,2,,4,,24,,22,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????? ??????,149,132,53,39,1,,,,9,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??? ??? ??????,295,403,72,113,,,,,3,,3,3,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ????,82,61,29,23,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ??????,27,19,10,6,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????,293,237,76,63,2,,,,6,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????,205,231,57,60,,,1,,4,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????????,373,338,120,92,2,,2,,10,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????,291,319,87,127,1,,3,,9,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????,548,460,91,63,1,1,1,,15,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ????,350,423,93,148,5,,7,,21,,32,2,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???,497,505,178,198,3,,8,,18,,24,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,168,149,55,45,,,2,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????,"1,145","1,080",366,354,3,1,1,1,43,6,13,3,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????? ????? ???????,137,180,39,70,,,,,6,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ????????,198,189,62,86,2,,1,,9,,5,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????? ???? ?????,"1,316","1,394",390,482,9,,11,,27,1,36,1,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????? ????? ?????,321,318,92,103,2,,,,7,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??????? ????? ?????,190,231,46,81,,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??? ?????,518,390,135,90,,,,,3,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??? ??????,344,364,118,141,5,,4,,20,,16,2,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????????? ???? ?????,"3,179","3,655","1,156","1,422",48,5,43,5,229,2,262,10,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????????? ????? ?????,168,151,53,51,2,,,1,5,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????,10,3,2,1,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,??? ????,341,257,54,59,,,,,,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,78,59,19,11,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,298,241,94,93,,,,,6,,5,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????? ???,623,608,223,215,9,,7,,30,,22,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,353,331,67,32,,,,,7,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ???,,,,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ??????,5,3,1,1,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,217,252,64,93,,,,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,193,232,62,99,2,,4,,11,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,????,225,302,71,138,2,,,,6,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,?????,216,174,70,56,2,,,,10,1,4,,27.5256,68.7551
Sindh,KHAIRPUR,KINGRI,???? ??????,211,184,62,61,2,,,,4,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???? ???,446,330,92,87,1,,1,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????,597,603,127,155,1,,2,1,7,,3,1,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???,918,812,268,271,3,,,2,8,,13,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ??????,333,292,98,81,1,,1,,6,,8,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???,483,541,153,184,3,,,,11,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????? ??????,259,241,73,74,1,,1,,5,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????? ???,534,461,212,172,1,,,,10,1,8,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??????,387,399,113,110,,,,,4,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????,381,424,115,143,1,,,,5,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????? ?????,540,544,132,143,,,1,,1,1,8,1,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ????,720,634,177,166,1,,,,4,1,5,1,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ??? ???????,286,210,61,46,,,,,3,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??????? ????,73,29,16,6,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???????,187,156,39,28,,,,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ?????,257,180,61,43,,,,,5,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???,346,290,54,47,,,2,,6,,9,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ??????,350,335,93,112,1,,,,2,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????,471,521,138,188,,,3,,10,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ???? ????,220,155,31,27,,2,,,2,,,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???? ?????,200,184,43,33,,,,,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???,158,129,39,31,,,2,,3,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ???? ???? ?????,"1,785","1,584",462,387,5,,7,1,31,,22,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ??????,406,387,123,124,2,,1,,5,,12,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??????,343,278,90,94,1,,4,,3,,11,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??????,249,190,61,49,1,,,,2,,,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????,748,656,243,229,1,,2,,13,1,15,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ???,440,409,120,110,1,,1,,6,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ????,213,255,73,80,,,1,,3,1,8,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ????,161,144,21,26,,,1,,2,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????,603,609,234,228,,,1,,33,1,47,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????? ?? ????2,30,34,8,7,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ??? ????,167,177,32,32,,,,,3,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ?????,494,401,144,129,3,,2,,12,,7,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????????,331,296,84,92,2,,,1,7,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???????,299,284,66,75,,,,,2,,4,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???? ????,272,244,98,90,4,,2,,6,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ??????,572,474,131,142,,,2,,4,,10,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????? ????,506,493,136,129,1,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????????,651,587,157,143,2,,2,,4,,6,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ????,178,142,39,28,,,1,,2,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,????? ?,378,293,116,85,,,,,3,1,1,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???????,683,597,218,230,2,,,1,12,,5,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???? ?????,"1,271","1,238",331,347,1,,3,1,13,,12,2,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ??? ????? ?????,345,259,87,79,2,,1,,5,,3,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,??? ???? ???? ?????,"1,588","1,681",553,588,8,,6,2,27,3,34,6,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,?????,337,257,72,58,,,,,2,,2,,27.5256,68.7551
Sindh,KHAIRPUR,KOT DIJI,???????,510,509,121,113,3,,3,,10,,9,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???? ??? ???,139,109,50,44,,,,,6,,7,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???? ????? ????,218,235,71,93,,,2,,7,,6,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???? ?????,329,293,77,93,,,1,,3,,4,2,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,?????? ??? ???? ?????,760,767,270,294,5,,1,,17,,11,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,?????? ????? ?????,359,347,110,112,2,,,,9,,8,1,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,?????,880,788,163,114,,,,,2,,2,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???,482,509,166,158,1,,3,,6,,8,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,??????,406,288,115,61,1,,,,1,,3,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???? ??? ????,176,138,61,45,,,,,6,,5,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???????,164,92,48,35,,,,,5,,2,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,??????,823,848,309,335,3,,5,,17,2,15,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,??? ????,151,117,27,19,,,,,1,1,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???? ???,334,255,77,54,2,,,,3,,2,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,????? ?,150,112,25,21,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???????? ????,29,51,11,24,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,??????,735,756,177,220,4,,,,14,,8,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,?????,172,137,42,17,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,??????,41,29,9,5,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,???????,402,399,127,147,1,,,,3,1,,,27.5256,68.7551
Sindh,KHAIRPUR,MIRWAH,????,288,220,62,51,,,,,1,,3,,27.5256,68.7551
