PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,TOTAL_MALE_12_17,TOTAL_FEMALE_12_17,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,KAMBER SHAHDAD KOT,WARAH,?? ????,360,237,138,41,,,,,4,,1,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,?? ?????,1,,1,,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,?? ???? ???? ???? 2,25,19,6,4,,,,,1,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???,268,300,71,89,2,,,,4,,4,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,?????,220,246,65,92,,,2,,4,1,4,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????     ???? ?????,139,164,51,57,2,,,,4,,,1,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????   ????  ?????,26,34,11,14,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????   ???? ?????,55,36,15,12,,,,,1,,1,1,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????   ???? ?????,56,75,22,21,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????  ???? ?????,1,2,1,1,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????  ???? ?????,90,82,29,17,,,,,1,2,3,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ?????? ???? ?????,64,55,25,11,1,,,,4,,1,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ?????? ???? ?????,20,19,8,4,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,????? ?????,42,25,11,4,,,,,,,,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,?? ????,128,122,14,19,,,1,,1,,1,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ??????,139,123,48,52,,2,1,,5,,2,,27.5859,68.006
Sindh,KAMBER SHAHDAD KOT,WARAH,???? ????,356,384,102,155,,,,,9,,9,,27.5859,68.006
Sindh,KARACHI CENTRAL,GULBERG TOWN,?????,"55,626","57,778","23,196","22,544",467,21,562,22,"2,624",47,"3,454",64,24.9551,67.0584
Sindh,KARACHI CENTRAL,LIAQUTABAD TOWN,?????,"48,329","54,707","21,914","21,583",202,7,268,16,"1,393",28,"2,247",46,24.9551,67.0584
Sindh,KARACHI CENTRAL,NAZIMABAD SUB DIVISION,?????,"19,323","21,003","8,516","8,077",110,5,96,3,720,20,884,31,24.9551,67.0584
Sindh,KARACHI CENTRAL,NEW KARACHI TOWN,?????,"78,928","89,677","36,051","35,676",461,10,508,16,"2,405",78,"3,061",114,24.9551,67.0584
Sindh,KARACHI CENTRAL,NORTH NAZIMABAD TOWN,?????,"61,452","63,156","26,276","25,199",592,16,695,20,"3,021",73,"3,642",64,24.9551,67.0584
Sindh,KARACHI EAST,FAISAL CANTT,???? ???????? ????,"18,925","19,167","7,815","7,605",243,16,299,5,"1,552",20,"1,645",25,24.8732,67.106
Sindh,KARACHI EAST,SUB-DIVISION FEROZABAD,?????,"73,553","78,965","31,063","30,499",512,33,638,43,"3,246",77,"4,161",110,24.8732,67.106
Sindh,KARACHI EAST,SUB-DIVISION GULSHAN-E-IQBAL,?????,"51,670","52,940","20,498","20,085",485,11,512,21,"2,600",46,"2,939",47,24.8732,67.106
Sindh,KARACHI EAST,SUB-DIVISION GULZAR-E-HIJRI,?????,"27,476","27,518","11,442","10,728",181,7,195,6,941,17,"1,045",28,24.8732,67.106
Sindh,KARACHI EAST,SUB-DIVISION JAMSHED QUARTERS,?????,"45,455","48,459","18,940","18,306",252,10,346,17,"1,886",42,"2,344",47,24.8732,67.106
Sindh,KARACHI SOUTH,ARAM BAGH SUB DIVISION,?????,"16,779","18,136","6,811","6,655",111,4,144,5,671,16,864,20,25.1072,67.2371
Sindh,KARACHI SOUTH,CIVIL LINE SUB DIVISION,?????,"17,834","19,076","7,355","7,261",128,6,138,10,930,22,"1,139",33,25.1072,67.2371
Sindh,KARACHI SOUTH,CLIFTON CANTT,????? ???????? ????,"23,100","23,640","8,765","8,634",229,14,290,12,"1,667",23,"1,898",28,25.1072,67.2371
Sindh,KARACHI SOUTH,GARDEN SUB DIVISION,?????,"38,283","43,874","16,117","16,150",183,5,226,15,"1,057",64,"1,539",51,25.1072,67.2371
Sindh,KARACHI SOUTH,KARACHI CANTT,????? ???????? ????,"6,356","7,024","2,694","2,730",69,2,75,4,373,8,442,18,25.1072,67.2371
Sindh,KARACHI SOUTH,LYARI TOWN,?????,"63,872","70,478","27,660","26,730",205,24,233,16,"1,586",55,"2,209",87,25.1072,67.2371
Sindh,KARACHI SOUTH,SADDAR SUB DIVISION,?????,"4,179","4,430","1,661","1,636",50,2,62,1,244,1,278,2,25.1072,67.2371
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??????,254,226,100,94,1,,1,,3,,2,1,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,?????,142,142,61,54,,,,,1,,,,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,????? ???????? ????,"2,316","2,381",965,923,19,3,20,,91,11,88,3,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,?????,50,46,23,18,,,,,1,1,3,,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,???? ????,163,189,53,62,,,,,1,,1,,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??? ????,"6,838","7,866","3,244","3,210",28,2,36,5,145,2,180,8,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??????,"4,429","5,237","2,066","2,078",16,,21,,88,2,130,5,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??? ?????,44,36,11,16,,,,,,,,,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??,"3,920","4,121","1,656","1,634",12,,11,1,76,1,84,2,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??????,50,45,23,20,,,,,,,,,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,??????2,"2,563","2,828","1,148","1,147",7,,7,,51,1,65,4,24.9713,66.9511
Sindh,KARACHI WEST,MANGHOPIR SUB DIVISION,???? ?????,555,593,240,218,1,,,,6,,5,2,24.9713,66.9511
Sindh,KARACHI WEST,MOMINABABD SUB DIVISION,????????,"66,966","77,234","30,959","30,369",230,13,360,16,"1,375",69,"2,108",102,24.9713,66.9511
Sindh,KARACHI WEST,ORANGI SUB DIVISION,?????,"38,360","41,870","17,522","16,307",109,8,161,8,689,14,883,36,24.9713,66.9511
Sindh,KASHMORE,KANDHKOT,?????,583,523,183,100,2,,,,25,1,2,1,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,23,39,4,7,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,30,26,2,4,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ????,12,8,2,1,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??,1,,1,,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????????,76,71,28,14,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????,5,7,2,1,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,45,23,12,5,,,,,1,,3,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,11,3,9,3,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,?????,192,207,76,80,,,,,8,,3,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,43,40,14,8,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ???,203,178,62,39,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,?????,41,37,13,17,,,,,1,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,?????,29,30,9,5,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,?????,7,7,3,2,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,37,25,10,8,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,159,107,56,19,5,,,,10,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,102,72,27,15,1,,,,3,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,?????,137,120,22,23,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,32,29,7,12,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????? ????,71,43,24,13,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ???? ???,9,8,5,1,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ???,95,70,33,28,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,144,118,60,34,,,,,6,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???,206,124,76,36,,,,,6,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,31,31,13,10,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ???,36,11,13,6,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???,69,44,25,11,,,,,4,,,2,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ??????,"1,406","1,322",593,521,4,,2,,39,1,30,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ??????,33,29,9,4,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ?????,52,48,14,8,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ?????,64,49,19,10,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ??????,30,20,6,,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ????,228,218,78,51,,,,,10,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ???,124,94,33,23,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ????? ??? ???,147,99,50,24,2,,,,8,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ????? ??? ???,31,38,6,10,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,32,29,14,19,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???????,474,391,151,92,1,,2,,10,1,7,1,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????? ???,23,16,6,4,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ???? ??????,334,345,111,93,,,,,15,1,5,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,115,108,32,18,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ???,117,111,32,21,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??? ??? ???? ?????,232,239,68,63,2,,,,5,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????????,"4,913","5,178","1,802","1,690",21,1,13,1,167,9,74,6,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ?????,84,92,37,31,1,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???,31,30,10,6,,,,,,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,??????,35,17,8,6,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????,148,96,38,29,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,????,9,20,1,4,,,,,,,1,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???? ????,133,156,46,33,1,,,,4,,2,,28.4482,69.5857
Sindh,KASHMORE,KANDHKOT,???????,22,29,4,9,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????? ?????? ???? ???,273,204,68,27,,,1,1,2,,2,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,65,54,24,13,,,,,1,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???????,129,87,45,22,,,,,4,1,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,454,434,173,146,1,,,,14,,4,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,616,510,195,168,2,,1,,9,,8,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,33,19,10,6,,,,,3,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,35,25,16,6,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ??? ??????? ?????,358,339,65,62,,,,,1,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????? ???,22,27,8,8,1,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????????,258,246,68,68,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,133,84,38,16,,,,,1,,2,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,140,117,55,24,1,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,329,236,163,99,3,,1,1,31,,21,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,105,102,33,37,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,29,21,6,2,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ??,12,8,2,2,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????? ???,150,95,59,21,,,,,5,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???????,122,88,38,20,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????? ???? ?????,272,204,64,32,,,,,5,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????? ???,301,198,86,55,,,,,4,1,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,69,54,26,15,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,188,165,78,60,1,,,,7,,3,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????? ????,304,201,119,64,,,,,10,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???,194,127,85,36,1,,,,3,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????,29,23,11,5,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???????,79,62,29,22,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,119,59,24,15,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ?????,401,208,155,75,1,,,,17,2,2,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ?????,40,22,19,9,1,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ???? ??,182,136,46,35,,,,,2,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ??? ??? ???,404,259,133,77,,,1,,12,,3,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ????,37,34,10,9,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ?????,201,160,67,41,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ???,104,79,43,27,,,,,4,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,331,255,123,76,2,1,,,7,1,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,88,48,45,11,,,,,3,1,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???,286,219,115,64,,,,,16,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????,151,97,54,27,2,,,,3,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????,150,126,63,47,1,,,,4,,4,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,794,686,215,176,,,,,12,1,3,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ??? ???,218,81,71,24,1,,1,,13,,2,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ??? ???,46,31,15,5,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?? ?? ?????,139,89,62,18,,,2,,8,,2,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????,"3,105","2,859","1,155","1,023",17,1,5,2,132,7,58,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???????,207,157,66,36,1,,,,11,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??????,101,62,35,9,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????,209,136,103,36,1,1,,,22,,6,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ????,99,44,58,17,,,,,17,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???,409,367,107,89,1,,,,9,1,4,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????? ???,151,108,49,31,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,?????????,35,35,8,11,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ??????????,221,193,74,58,1,,,,8,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ?????,124,64,59,25,1,,,,7,1,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,??? ??????,142,104,39,24,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????????,9,12,3,3,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ???,208,155,59,41,3,,,,5,,1,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,139,90,43,22,1,,,,8,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,???? ????,90,50,30,7,,,,,3,,,,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????? ???? ?????,"1,108","1,087",377,379,3,,3,,38,1,33,1,28.4482,69.5857
Sindh,KASHMORE,KASHMORE,????,263,168,63,27,1,,,,5,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ???,432,355,81,52,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ??????????,456,373,174,133,,,2,,28,2,12,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ??????,228,182,52,44,,,,,1,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????????,141,132,49,41,,,,,7,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????? ???,172,138,76,48,,,1,,4,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????? ???,145,115,29,22,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????,457,408,161,112,4,,3,,24,,15,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????,89,63,25,23,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,140,97,35,8,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????,82,53,33,19,,,,,2,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ???,79,42,23,9,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????,363,387,109,109,3,,,,13,,5,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????? ???,251,259,105,123,,,,,6,,3,1,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ???? ?????,357,315,145,128,1,,,,5,,3,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ???,32,32,8,5,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ????,105,75,34,19,1,,,,3,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,200,165,61,36,,,,,7,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,21,12,7,5,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????,182,143,57,25,,,,,5,2,,1,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????,208,158,65,50,,,,,6,1,3,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,?????,237,184,43,28,,,,,3,,2,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????? ???? ?????,23,31,3,5,,,,,,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????? ???,159,111,67,27,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,67,61,22,11,,,1,,8,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,190,161,46,27,,,,,3,,2,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,148,113,52,38,,,,,6,,1,1,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ???,132,117,48,40,,,,,4,,3,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ?????,304,275,106,83,1,1,,1,14,2,6,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ????,90,68,38,8,,,,,5,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ????????,343,273,107,55,,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????,107,78,33,15,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ????,128,108,51,30,1,,1,,6,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,?????,197,141,50,23,,,,,2,,2,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ???,125,96,37,22,,,,,3,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???????,285,277,125,94,5,,,,18,,3,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ???,433,385,116,100,5,,1,,19,,4,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ????,46,30,16,11,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??? ???,236,137,75,32,,,,,1,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,232,267,78,71,1,,2,,13,,4,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,?????,247,195,56,42,,,,,2,,4,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????,24,19,7,3,,,,,1,,1,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,????,140,104,51,22,1,,,,15,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,??????,108,97,19,22,2,,,,4,,,,28.4482,69.5857
Sindh,KASHMORE,TANGWANI,???? ???? ???,120,87,42,15,,,,,4,,,,28.4482,69.5857
Sindh,KEAMARI,BALDIA SUB DIVISION,???,252,307,133,135,2,,,,8,,4,,24.8788,66.879
Sindh,KEAMARI,BALDIA SUB DIVISION,????,"52,816","57,121","24,177","22,755",192,17,260,21,"1,309",62,"1,511",55,24.8788,66.879
Sindh,KEAMARI,KEAMARI SUB DIVISION,??????? ?????,732,768,322,314,7,,9,,55,,65,2,24.8788,66.879
Sindh,KEAMARI,KEAMARI SUB DIVISION,???,"29,303","31,319","12,707","11,865",87,9,116,8,719,32,744,21,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,??? ???,24,26,10,7,,,,,,,,,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,??? ??????? ?????,303,336,157,154,,,1,1,1,,10,,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,????,62,46,33,16,,,,,3,,1,1,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,??? ?????,11,23,5,8,,,,,,,1,,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,?????,"3,550","3,752","1,586","1,545",19,1,20,1,100,3,109,3,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,???,190,197,78,71,1,,1,1,7,,5,,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,??? ????,65,58,26,22,,,,,,,,1,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,????,"5,269","5,817","2,295","2,232",122,27,107,19,436,15,452,11,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,???? ?????,89,82,41,30,1,,1,,6,,4,,24.8788,66.879
Sindh,KEAMARI,MAURI PUR SUB DIVISION,??????,151,138,59,60,,,,,,,3,1,24.8788,66.879
Sindh,KEAMARI,SITE SUB DIVISION,?????,"37,465","40,675","17,197","15,823",122,18,160,20,892,32,"1,145",36,24.8788,66.879
Sindh,KHAIRPUR,FAIZ GANJ,??,10,8,2,3,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????,24,14,12,3,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????  ????? ???,684,625,149,154,4,,,,12,,3,1,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???,451,404,115,83,,,1,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ????,134,139,47,61,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,98,109,29,49,,,,,,,3,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,51,36,13,4,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,"1,030",918,251,251,,,,,12,,3,1,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,5,3,1,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,138,142,40,50,,,,,1,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,11,13,4,7,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ???,169,143,71,45,,,,,3,,4,2,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????? ???,408,383,109,124,,,1,,3,,6,1,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,246,240,58,49,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???????,2,2,,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????? ??????,96,97,25,40,,,,,,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????,169,119,26,22,,,,,,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???? ????,189,160,31,42,,,,,2,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??? ???? ??????,171,188,60,55,,,2,,2,,6,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????,175,170,17,28,,,,,1,,1,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,????? ?????,17,6,1,,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,???,121,105,44,30,,,,1,1,,2,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,?????,27,10,2,3,,,,,,,,,27.5256,68.7551
Sindh,KHAIRPUR,FAIZ GANJ,??????? ???????,97,122,27,37,,,,,,,2,,27.5256,68.7551
